priority,language,id,headword,field,currentValue,suggestedValue,reason,issueCategory,severity,confidence,dictionaryCheckRequired,humanReviewRequired,decision,reviewNote
P2-high,en,en-20668,thankful,tags,動詞,形容詞,訳「感謝している」は形容詞。品詞タグ『動詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20681,respectable,tags,名詞,形容詞,訳「ちゃんとした」は形容詞。品詞タグ『名詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20710,lightly,tags,動詞,副詞,訳「軽く」は副詞。品詞タグ『動詞』は不一致。正しくは副詞（当データセット未使用タグのため導入判断が必要）。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20713,lethal,tags,名詞,形容詞,訳「致死の」は形容詞。品詞タグ『名詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20720,gladly,tags,名詞,副詞,訳「喜んで」は副詞。品詞タグ『名詞』は不一致。正しくは副詞（当データセット未使用タグのため導入判断が必要）。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20727,supposedly,tags,動詞,副詞,訳「おそらく」は副詞。品詞タグ『動詞』は不一致。正しくは副詞（当データセット未使用タグのため導入判断が必要）。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20729,thoughtful,tags,動詞,形容詞,訳「思いやりのある」は形容詞。品詞タグ『動詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20735,drunken,tags,名詞,形容詞,訳「酒に酔った」は形容詞。品詞タグ『名詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20774,utterly,tags,動詞,副詞,訳「全く」は副詞。品詞タグ『動詞』は不一致。正しくは副詞（当データセット未使用タグのため導入判断が必要）。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20775,farther,tags,動詞,副詞,訳「さらに遠く」は副詞。品詞タグ『動詞』は不一致。正しくは副詞（当データセット未使用タグのため導入判断が必要）。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20837,cosmic,tags,名詞,形容詞,訳「宇宙の」は形容詞。品詞タグ『名詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20855,beggar,tags,形容詞,名詞,訳「物乞い」は名詞。品詞タグ『形容詞』は不一致。beggar=物乞い（名詞）,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20862,sincerely,tags,名詞,副詞,訳「心から」は副詞。品詞タグ『名詞』は不一致。正しくは副詞（当データセット未使用タグのため導入判断が必要）。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20870,hysterical,tags,名詞,形容詞,訳「ヒステリーの」は形容詞。品詞タグ『名詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20891,irrelevant,tags,名詞,形容詞,訳「見当違いの」は形容詞。品詞タグ『名詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20898,sweaty,tags,動詞,形容詞,訳「汗をかいている」は形容詞。品詞タグ『動詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20904,acquaintance,tags,形容詞,名詞,訳「知り合い」は名詞。品詞タグ『形容詞』は不一致。acquaintance=知り合い（名詞）,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20909,cupboard,tags,形容詞,名詞,訳「食器だな」は名詞。品詞タグ『形容詞』は不一致。cupboard=食器だな（名詞）,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20911,purely,tags,名詞,副詞,訳「純粋に」は副詞。品詞タグ『名詞』は不一致。正しくは副詞（当データセット未使用タグのため導入判断が必要）。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20965,strangely,tags,名詞,副詞,訳「奇妙に」は副詞。品詞タグ『名詞』は不一致。正しくは副詞（当データセット未使用タグのため導入判断が必要）。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20973,permanently,tags,名詞,副詞,訳「永久に」は副詞。品詞タグ『名詞』は不一致。正しくは副詞（当データセット未使用タグのため導入判断が必要）。,pos_mismatch,high,0.98,true,true,,
P2-high,en,en-20991,gifted,tags,動詞,形容詞,訳「才能のある」は形容詞。品詞タグ『動詞』は不一致。,pos_mismatch,high,0.98,true,true,,
P2-publication-risk,en,en-21103,bender,example,It was just a fender bender. — 軽い接触事故だったんだ。,After the party he went on a three-day bender.,見出し語の語義は「酒を飲んでの大騒ぎ(binge)」だが、例文は複合語 fender bender(軽い接触事故)で別義。語義を示していない。,example_sense_mismatch,high,0.9,false,true,,
P2-publication-risk,en,en-21117,warmer,example,It will get warmer and warmer. — だんだん暖かくなります。,In winter she uses a foot warmer under her desk.,見出し語の語義は名詞「暖めるもの」だが、例文の warmer は形容詞 warm の比較級で別用法。,example_sense_mismatch,high,0.9,false,true,,
P2-publication-risk,en,en-21128,wheeler,example,He is a real wheeler-dealer. — 彼はやり手です。,The eighteen-wheeler carried steel across the country.,和訳「トラック運搬者」に対し例文は wheeler-dealer(やり手)で無関係。語義を示していない。,example_sense_mismatch,high,0.9,false,true,,
P2-publication-risk,en,en-21268,tongs,example,I burned my forefinger on fire tongs. — 火ばさみで人差し指をやけどした。,The tong controlled several shops in Chinatown.,和訳「在米中国人の友愛団体(tong)」に対し、例文は別語 tongs(火ばさみ)。exampleFormも tongs で見出し語 tong と不一致。,example_sense_mismatch,high,0.92,false,true,,
P2-publication-risk,en,en-21293,blasted,example,The rocket blasted out of the atmosphere. — ロケットは大気圏外へ飛んでいった。,Where is that blasted key of mine?,和訳「いまいましい，のろわれた(形容詞)」に対し、例文の blasted は動詞 blast の過去形(発射・飛ぶ)で別義。,example_sense_mismatch,high,0.88,false,true,,
P2-publication-risk,en,en-21406,bouncing,example,The children started bouncing up and down on the couch. — 子供たちはソファの上で跳び始めた。,"She is a bouncing, healthy baby.",和訳「健康な(bouncing baby)」に対し、例文の bouncing は動詞 bounce の進行形(跳ねる)で別義。,example_sense_mismatch,high,0.88,false,true,,
P2-publication-risk,en,en-21432,weasel,example,The weasel is noted for its bad smell. — いたちはその悪臭で知られている。,He tried to weasel out of his promise.,和訳「言い逃れる(動詞)」・tag動詞に対し、例文の weasel は名詞(動物のイタチ)で別品詞・別義。,example_sense_mismatch,high,0.9,false,true,,
P2-publication-risk,en,en-21453,punishing,example,I became hardened to punishing pupils. — 生徒を罰することをなんとも思わなかった。,The team faced a punishing training schedule.,和訳「へとへとにさせる(形容詞 grueling)」に対し、例文の punishing は動詞 punish の動名詞(罰すること)で別義。,example_sense_mismatch,high,0.88,false,true,,
P2-publication-risk,en,en-21935,ting,example,"Her cheeks were tinged with pink. — 彼女のほおは薄く桃色に染まっていた。 (exampleForm: ""tinged"")",見出し語 ting（チリンと鳴る／鳴らす）を用いた例文に差し替える,例文と exampleForm が別語 tinge の過去形 'tinged'（染める）になっており、見出し語 ting（チリンと鳴る）を全く例示していない。品詞・語義とも例文が一致しない。,example_sense_mismatch,high,0.95,false,true,,
P2-publication-risk,en,en-22638,blinking,example,Little lights were blinking on and off in the distance. — 遠くで小さな明かりがちらちらしていた。,,answerは「まったくひどい」(英俗の強意)だが、例文『Little lights were blinking...ちらちらしていた』は動詞blink(点滅する)の意味で、提示義と一致しない。,example_sense_mismatch,high,0.9,false,true,,
P2-publication-risk,en,en-22747,dickens,example,Dickens was the author of 'Oliver Twist'. — ディケンズは『オリバー・ツイスト』の著者です。,,answerは「悪魔」(the dickens=悪魔・一体全体)だが、例文『Dickens was the author of Oliver Twist』は作家チャールズ・ディケンズ(固有名詞)の話で、見出し語義と無関係。,example_sense_mismatch,high,0.95,false,true,,
P2-publication-risk,en,en-22854,brewing,example,A storm is brewing. — 今にも嵐になりそうだ。,,answerは「ビール醸造」だが、例文『A storm is brewing. — 今にも嵐になりそうだ』はbrew(兆す/起ころうとする)の意味で、提示義と一致しない。,example_sense_mismatch,high,0.9,false,true,,
P2-publication-risk,en,en-22855,tat,example,Tit for tat. — しっぺ返しだよ。,,answerは「タッチングで作る」だが、例文『Tit for tat. — しっぺ返しだよ』は成句tit for tat内のtatで、提示義(タッチング)と無関係。,example_sense_mismatch,high,0.92,false,true,,
P2-publication-risk,en,en-22963,contracted,example,My father contracted pneumonia last month. — 私の父は先月肺炎にかかった。,,answerは「縮めた」だが、例文『My father contracted pneumonia — 肺炎にかかった』はcontract(病気にかかる)の別義で、提示義と一致しない。tagも名詞で不整合。,example_sense_mismatch,high,0.9,false,true,,
P2-publication-risk,en,en-22971,gaga,example,I wish I could sing as well as Lady Gaga. — レディ・ガガみたいに上手く歌えたらなあ。,,answerは「夢中の，ぼけた」(形容詞gaga)だが、例文『I wish I could sing as well as Lady Gaga』は固有名詞レディ・ガガで、見出し語義と無関係。,example_sense_mismatch,high,0.92,false,true,,
P2-publication-risk,en,en-22977,disposed,example,I disposed of my old coat. — 古いコートを処分した。,,answerは「する気がある，傾向がある」(形容詞disposed=inclined)だが、例文『I disposed of my old coat — 処分した』はdispose of(処分する)の別義で一致しない。,example_sense_mismatch,high,0.9,false,true,,
P2-high,zh,zh-00426,「一边」の意味は？,example,,（例文と見出しフィールドexampleForm欠落。他エントリと同形式の中文例文＋和訳を補う必要）,exampleと exampleFormが null。全487件中この1件のみ例文が欠落しており、学習・出題に支障。見出し『一边』自体は簡体字で妥当、拼音 yībiān も妥当。,missing_example,high,0.99,false,true,,
P2-high,zh,zh-01158,越,example,,他越跑越快。 — 彼は走れば走るほど速くなる。,example フィールドが空。「越」は例文・例文和訳ともに欠落しており学習データとして不完全。提案例文は要確認。,missing_example,high,0.99,false,true,,
P2-high,zh,zh-01162,咱,example,,咱一起去吧。 — 私たち、一緒に行こう。,example フィールドが空。「咱」（口語・北方方言の一人称）に例文・例文和訳が欠落。提案例文は要確認。,missing_example,high,0.99,false,true,,
P2-publication-risk,zh,zh-02747,圈,example,他在操场上跑了一圈。 — 彼は運動場を一輪走った。,他在操场上跑了一圈。 — 彼は運動場を一周走った。,量詞「一圈」は『一周（1周）』の意。和訳の『一輪』は誤り（『一輪』は花や車輪を数える語で、走る周回には用いない）。英訳 'ran one lap' とも矛盾する。,example_sense_mismatch,high,0.9,false,true,,
P2-high,zh,zh-03808,声,example,,远处传来一声鸟叫。 — 遠くから鳥の鳴き声が一声聞こえた。,example/exampleForm/exampleTranslations フィールドが完全に欠落。他の全語には例文があり構造的欠陥。suggestedValueは提案例文（要ネイティブ確認）。,missing_example,high,1,false,true,,
